,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,index,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Utilities_NoSeWa,Utilities_NoSewr,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Mod,Land Slope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition_Pos,Condition_RRA,Condition_RRN,Condition_Street,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_Na,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,Paved Drive_P,Paved Drive_Y,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD 
1006,4.0,3.0,3.0,1093.0,1669.0,0.0,0.0,3.0,9.0,288.0,1.5,5.5,2762.0,16.0,12.0,12.0,4372.0,6676.0,0.0,0.0,12.0,36.0,1152.0,6.0,22.0,11048.0,9.0,9.0,3279.0,5007.0,0.0,0.0,9.0,27.0,864.0,4.5,16.5,8286.0,9.0,3279.0,5007.0,0.0,0.0,9.0,27.0,864.0,4.5,16.5,8286.0,1194649.0,1824217.0,0.0,0.0,3279.0,9837.0,314784.0,1639.5,6011.5,3018866.0,2785561.0,0.0,0.0,5007.0,15021.0,480672.0,2503.5,9179.5,4609778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,864.0,4.5,16.5,8286.0,81.0,2592.0,13.5,49.5,24858.0,82944.0,432.0,1584.0,795456.0,2.25,8.25,4143.0,30.25,15191.0,7628644.0,1010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1007,6.0,3.0,3.0,952.0,952.0,1.0,0.0,3.0,5.0,288.0,1.0,4.0,1904.0,36.0,18.0,18.0,5712.0,5712.0,6.0,0.0,18.0,30.0,1728.0,6.0,24.0,11424.0,9.0,9.0,2856.0,2856.0,3.0,0.0,9.0,15.0,864.0,3.0,12.0,5712.0,9.0,2856.0,2856.0,3.0,0.0,9.0,15.0,864.0,3.0,12.0,5712.0,906304.0,906304.0,952.0,0.0,2856.0,4760.0,274176.0,952.0,3808.0,1812608.0,906304.0,952.0,0.0,2856.0,4760.0,274176.0,952.0,3808.0,1812608.0,1.0,0.0,3.0,5.0,288.0,1.0,4.0,1904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,864.0,3.0,12.0,5712.0,25.0,1440.0,5.0,20.0,9520.0,82944.0,288.0,1152.0,548352.0,1.0,4.0,1904.0,16.0,7616.0,3625216.0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1008,5.0,3.0,3.0,922.0,922.0,1.0,0.0,3.0,5.0,308.0,1.0,3.0,1844.0,25.0,15.0,15.0,4610.0,4610.0,5.0,0.0,15.0,25.0,1540.0,5.0,15.0,9220.0,9.0,9.0,2766.0,2766.0,3.0,0.0,9.0,15.0,924.0,3.0,9.0,5532.0,9.0,2766.0,2766.0,3.0,0.0,9.0,15.0,924.0,3.0,9.0,5532.0,850084.0,850084.0,922.0,0.0,2766.0,4610.0,283976.0,922.0,2766.0,1700168.0,850084.0,922.0,0.0,2766.0,4610.0,283976.0,922.0,2766.0,1700168.0,1.0,0.0,3.0,5.0,308.0,1.0,3.0,1844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,924.0,3.0,9.0,5532.0,25.0,1540.0,5.0,15.0,9220.0,94864.0,308.0,924.0,567952.0,1.0,3.0,1844.0,9.0,5532.0,3400336.0,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1009,5.0,3.0,3.0,1126.0,1126.0,1.0,0.0,3.0,5.0,484.0,2.0,5.0,2252.0,25.0,15.0,15.0,5630.0,5630.0,5.0,0.0,15.0,25.0,2420.0,10.0,25.0,11260.0,9.0,9.0,3378.0,3378.0,3.0,0.0,9.0,15.0,1452.0,6.0,15.0,6756.0,9.0,3378.0,3378.0,3.0,0.0,9.0,15.0,1452.0,6.0,15.0,6756.0,1267876.0,1267876.0,1126.0,0.0,3378.0,5630.0,544984.0,2252.0,5630.0,2535752.0,1267876.0,1126.0,0.0,3378.0,5630.0,544984.0,2252.0,5630.0,2535752.0,1.0,0.0,3.0,5.0,484.0,2.0,5.0,2252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,1452.0,6.0,15.0,6756.0,25.0,2420.0,10.0,25.0,11260.0,234256.0,968.0,2420.0,1089968.0,4.0,10.0,4504.0,25.0,11260.0,5071504.0,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1010,8.0,4.0,4.0,1280.0,1280.0,0.0,0.0,4.0,5.0,506.0,2.0,4.0,2560.0,64.0,32.0,32.0,10240.0,10240.0,0.0,0.0,32.0,40.0,4048.0,16.0,32.0,20480.0,16.0,16.0,5120.0,5120.0,0.0,0.0,16.0,20.0,2024.0,8.0,16.0,10240.0,16.0,5120.0,5120.0,0.0,0.0,16.0,20.0,2024.0,8.0,16.0,10240.0,1638400.0,1638400.0,0.0,0.0,5120.0,6400.0,647680.0,2560.0,5120.0,3276800.0,1638400.0,0.0,0.0,5120.0,6400.0,647680.0,2560.0,5120.0,3276800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,2024.0,8.0,16.0,10240.0,25.0,2530.0,10.0,20.0,12800.0,256036.0,1012.0,2024.0,1295360.0,4.0,8.0,5120.0,16.0,10240.0,6553600.0,1014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1011,5.0,3.0,3.0,914.0,914.0,0.0,0.0,5.0,5.0,368.0,1.0,4.0,1828.0,25.0,15.0,15.0,4570.0,4570.0,0.0,0.0,25.0,25.0,1840.0,5.0,20.0,9140.0,9.0,9.0,2742.0,2742.0,0.0,0.0,15.0,15.0,1104.0,3.0,12.0,5484.0,9.0,2742.0,2742.0,0.0,0.0,15.0,15.0,1104.0,3.0,12.0,5484.0,835396.0,835396.0,0.0,0.0,4570.0,4570.0,336352.0,914.0,3656.0,1670792.0,835396.0,0.0,0.0,4570.0,4570.0,336352.0,914.0,3656.0,1670792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1840.0,5.0,20.0,9140.0,25.0,1840.0,5.0,20.0,9140.0,135424.0,368.0,1472.0,672704.0,1.0,4.0,1828.0,16.0,7312.0,3341584.0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1012,7.0,3.0,4.0,1288.0,1368.0,2.0,0.0,3.0,8.0,784.0,2.0,4.0,2656.0,49.0,21.0,28.0,9016.0,9576.0,14.0,0.0,21.0,56.0,5488.0,14.0,28.0,18592.0,9.0,12.0,3864.0,4104.0,6.0,0.0,9.0,24.0,2352.0,6.0,12.0,7968.0,16.0,5152.0,5472.0,8.0,0.0,12.0,32.0,3136.0,8.0,16.0,10624.0,1658944.0,1761984.0,2576.0,0.0,3864.0,10304.0,1009792.0,2576.0,5152.0,3420928.0,1871424.0,2736.0,0.0,4104.0,10944.0,1072512.0,2736.0,5472.0,3633408.0,4.0,0.0,6.0,16.0,1568.0,4.0,8.0,5312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2352.0,6.0,12.0,7968.0,64.0,6272.0,16.0,32.0,21248.0,614656.0,1568.0,3136.0,2082304.0,4.0,8.0,5312.0,16.0,10624.0,7054336.0,1016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1013,6.0,3.0,3.0,771.0,1494.0,0.0,0.0,4.0,7.0,213.0,1.0,4.0,2265.0,36.0,18.0,18.0,4626.0,8964.0,0.0,0.0,24.0,42.0,1278.0,6.0,24.0,13590.0,9.0,9.0,2313.0,4482.0,0.0,0.0,12.0,21.0,639.0,3.0,12.0,6795.0,9.0,2313.0,4482.0,0.0,0.0,12.0,21.0,639.0,3.0,12.0,6795.0,594441.0,1151874.0,0.0,0.0,3084.0,5397.0,164223.0,771.0,3084.0,1746315.0,2232036.0,0.0,0.0,5976.0,10458.0,318222.0,1494.0,5976.0,3383910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,852.0,4.0,16.0,9060.0,49.0,1491.0,7.0,28.0,15855.0,45369.0,213.0,852.0,482445.0,1.0,4.0,2265.0,16.0,9060.0,5130225.0,1017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1014,8.0,4.0,4.0,1524.0,1534.0,0.0,0.0,4.0,7.0,484.0,2.0,5.0,3058.0,64.0,32.0,32.0,12192.0,12272.0,0.0,0.0,32.0,56.0,3872.0,16.0,40.0,24464.0,16.0,16.0,6096.0,6136.0,0.0,0.0,16.0,28.0,1936.0,8.0,20.0,12232.0,16.0,6096.0,6136.0,0.0,0.0,16.0,28.0,1936.0,8.0,20.0,12232.0,2322576.0,2337816.0,0.0,0.0,6096.0,10668.0,737616.0,3048.0,7620.0,4660392.0,2353156.0,0.0,0.0,6136.0,10738.0,742456.0,3068.0,7670.0,4690972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,1936.0,8.0,20.0,12232.0,49.0,3388.0,14.0,35.0,21406.0,234256.0,968.0,2420.0,1480072.0,4.0,10.0,6116.0,25.0,15290.0,9351364.0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1015,5.0,3.0,3.0,952.0,1582.0,0.0,0.0,3.0,6.0,250.0,2.0,5.0,2534.0,25.0,15.0,15.0,4760.0,7910.0,0.0,0.0,15.0,30.0,1250.0,10.0,25.0,12670.0,9.0,9.0,2856.0,4746.0,0.0,0.0,9.0,18.0,750.0,6.0,15.0,7602.0,9.0,2856.0,4746.0,0.0,0.0,9.0,18.0,750.0,6.0,15.0,7602.0,906304.0,1506064.0,0.0,0.0,2856.0,5712.0,238000.0,1904.0,4760.0,2412368.0,2502724.0,0.0,0.0,4746.0,9492.0,395500.0,3164.0,7910.0,4008788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,750.0,6.0,15.0,7602.0,36.0,1500.0,12.0,30.0,15204.0,62500.0,500.0,1250.0,633500.0,4.0,10.0,5068.0,25.0,12670.0,6421156.0,1019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1016,7.0,3.0,4.0,1673.0,3222.0,1.0,0.0,4.0,11.0,594.0,3.0,8.0,4895.0,49.0,21.0,28.0,11711.0,22554.0,7.0,0.0,28.0,77.0,4158.0,21.0,56.0,34265.0,9.0,12.0,5019.0,9666.0,3.0,0.0,12.0,33.0,1782.0,9.0,24.0,14685.0,16.0,6692.0,12888.0,4.0,0.0,16.0,44.0,2376.0,12.0,32.0,19580.0,2798929.0,5390406.0,1673.0,0.0,6692.0,18403.0,993762.0,5019.0,13384.0,8189335.0,10381284.0,3222.0,0.0,12888.0,35442.0,1913868.0,9666.0,25776.0,15771690.0,1.0,0.0,4.0,11.0,594.0,3.0,8.0,4895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,44.0,2376.0,12.0,32.0,19580.0,121.0,6534.0,33.0,88.0,53845.0,352836.0,1782.0,4752.0,2907630.0,9.0,24.0,14685.0,64.0,39160.0,23961025.0,1020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1017,6.0,3.0,3.0,1516.0,1516.0,0.0,0.0,3.0,6.0,472.0,1.5,4.5,3032.0,36.0,18.0,18.0,9096.0,9096.0,0.0,0.0,18.0,36.0,2832.0,9.0,27.0,18192.0,9.0,9.0,4548.0,4548.0,0.0,0.0,9.0,18.0,1416.0,4.5,13.5,9096.0,9.0,4548.0,4548.0,0.0,0.0,9.0,18.0,1416.0,4.5,13.5,9096.0,2298256.0,2298256.0,0.0,0.0,4548.0,9096.0,715552.0,2274.0,6822.0,4596512.0,2298256.0,0.0,0.0,4548.0,9096.0,715552.0,2274.0,6822.0,4596512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,1416.0,4.5,13.5,9096.0,36.0,2832.0,9.0,27.0,18192.0,222784.0,708.0,2124.0,1431104.0,2.25,6.75,4548.0,20.25,13644.0,9193024.0,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1018,5.0,3.0,0.0,0.0,1032.0,0.0,0.0,3.0,6.0,260.0,1.0,3.0,1032.0,25.0,15.0,0.0,0.0,5160.0,0.0,0.0,15.0,30.0,1300.0,5.0,15.0,5160.0,9.0,0.0,0.0,3096.0,0.0,0.0,9.0,18.0,780.0,3.0,9.0,3096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065024.0,0.0,0.0,3096.0,6192.0,268320.0,1032.0,3096.0,1065024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,780.0,3.0,9.0,3096.0,36.0,1560.0,6.0,18.0,6192.0,67600.0,260.0,780.0,268320.0,1.0,3.0,1032.0,9.0,3096.0,1065024.0,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1019,3.0,3.0,2.0,448.0,1588.0,0.0,0.0,3.0,6.0,0.0,2.0,7.0,2036.0,9.0,9.0,6.0,1344.0,4764.0,0.0,0.0,9.0,18.0,0.0,6.0,21.0,6108.0,9.0,6.0,1344.0,4764.0,0.0,0.0,9.0,18.0,0.0,6.0,21.0,6108.0,4.0,896.0,3176.0,0.0,0.0,6.0,12.0,0.0,4.0,14.0,4072.0,200704.0,711424.0,0.0,0.0,1344.0,2688.0,0.0,896.0,3136.0,912128.0,2521744.0,0.0,0.0,4764.0,9528.0,0.0,3176.0,11116.0,3233168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,6.0,21.0,6108.0,36.0,0.0,12.0,42.0,12216.0,0.0,0.0,0.0,0.0,4.0,14.0,4072.0,49.0,14252.0,4145296.0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1020,7.0,4.0,4.0,1316.0,1316.0,0.0,0.0,4.0,6.0,440.0,2.0,5.0,2632.0,49.0,28.0,28.0,9212.0,9212.0,0.0,0.0,28.0,42.0,3080.0,14.0,35.0,18424.0,16.0,16.0,5264.0,5264.0,0.0,0.0,16.0,24.0,1760.0,8.0,20.0,10528.0,16.0,5264.0,5264.0,0.0,0.0,16.0,24.0,1760.0,8.0,20.0,10528.0,1731856.0,1731856.0,0.0,0.0,5264.0,7896.0,579040.0,2632.0,6580.0,3463712.0,1731856.0,0.0,0.0,5264.0,7896.0,579040.0,2632.0,6580.0,3463712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,1760.0,8.0,20.0,10528.0,36.0,2640.0,12.0,30.0,15792.0,193600.0,880.0,2200.0,1158080.0,4.0,10.0,5264.0,25.0,13160.0,6927424.0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1021,7.0,4.0,4.0,1528.0,1528.0,0.0,0.0,4.0,6.0,480.0,4.0,7.0,3056.0,49.0,28.0,28.0,10696.0,10696.0,0.0,0.0,28.0,42.0,3360.0,28.0,49.0,21392.0,16.0,16.0,6112.0,6112.0,0.0,0.0,16.0,24.0,1920.0,16.0,28.0,12224.0,16.0,6112.0,6112.0,0.0,0.0,16.0,24.0,1920.0,16.0,28.0,12224.0,2334784.0,2334784.0,0.0,0.0,6112.0,9168.0,733440.0,6112.0,10696.0,4669568.0,2334784.0,0.0,0.0,6112.0,9168.0,733440.0,6112.0,10696.0,4669568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,1920.0,16.0,28.0,12224.0,36.0,2880.0,24.0,42.0,18336.0,230400.0,1920.0,3360.0,1466880.0,16.0,28.0,12224.0,49.0,21392.0,9339136.0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1022,5.0,3.0,3.0,760.0,2168.0,0.0,0.0,4.0,11.0,576.0,2.0,7.0,2928.0,25.0,15.0,15.0,3800.0,10840.0,0.0,0.0,20.0,55.0,2880.0,10.0,35.0,14640.0,9.0,9.0,2280.0,6504.0,0.0,0.0,12.0,33.0,1728.0,6.0,21.0,8784.0,9.0,2280.0,6504.0,0.0,0.0,12.0,33.0,1728.0,6.0,21.0,8784.0,577600.0,1647680.0,0.0,0.0,3040.0,8360.0,437760.0,1520.0,5320.0,2225280.0,4700224.0,0.0,0.0,8672.0,23848.0,1248768.0,4336.0,15176.0,6347904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,44.0,2304.0,8.0,28.0,11712.0,121.0,6336.0,22.0,77.0,32208.0,331776.0,1152.0,4032.0,1686528.0,4.0,14.0,5856.0,49.0,20496.0,8573184.0,1026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1023,5.0,3.0,3.0,806.0,1422.0,1.0,0.0,3.0,7.0,288.0,1.0,4.0,2228.0,25.0,15.0,15.0,4030.0,7110.0,5.0,0.0,15.0,35.0,1440.0,5.0,20.0,11140.0,9.0,9.0,2418.0,4266.0,3.0,0.0,9.0,21.0,864.0,3.0,12.0,6684.0,9.0,2418.0,4266.0,3.0,0.0,9.0,21.0,864.0,3.0,12.0,6684.0,649636.0,1146132.0,806.0,0.0,2418.0,5642.0,232128.0,806.0,3224.0,1795768.0,2022084.0,1422.0,0.0,4266.0,9954.0,409536.0,1422.0,5688.0,3168216.0,1.0,0.0,3.0,7.0,288.0,1.0,4.0,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,864.0,3.0,12.0,6684.0,49.0,2016.0,7.0,28.0,15596.0,82944.0,288.0,1152.0,641664.0,1.0,4.0,2228.0,16.0,8912.0,4963984.0,1027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1024,4.0,3.0,4.0,990.0,990.0,1.0,0.0,3.0,5.0,0.0,1.0,4.0,1980.0,16.0,12.0,16.0,3960.0,3960.0,4.0,0.0,12.0,20.0,0.0,4.0,16.0,7920.0,9.0,12.0,2970.0,2970.0,3.0,0.0,9.0,15.0,0.0,3.0,12.0,5940.0,16.0,3960.0,3960.0,4.0,0.0,12.0,20.0,0.0,4.0,16.0,7920.0,980100.0,980100.0,990.0,0.0,2970.0,4950.0,0.0,990.0,3960.0,1960200.0,980100.0,990.0,0.0,2970.0,4950.0,0.0,990.0,3960.0,1960200.0,1.0,0.0,3.0,5.0,0.0,1.0,4.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,3.0,12.0,5940.0,25.0,0.0,5.0,20.0,9900.0,0.0,0.0,0.0,0.0,1.0,4.0,1980.0,16.0,7920.0,3920400.0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1025,6.0,3.0,3.0,1088.0,1324.0,0.0,0.0,3.0,6.0,440.0,2.0,5.0,2412.0,36.0,18.0,18.0,6528.0,7944.0,0.0,0.0,18.0,36.0,2640.0,12.0,30.0,14472.0,9.0,9.0,3264.0,3972.0,0.0,0.0,9.0,18.0,1320.0,6.0,15.0,7236.0,9.0,3264.0,3972.0,0.0,0.0,9.0,18.0,1320.0,6.0,15.0,7236.0,1183744.0,1440512.0,0.0,0.0,3264.0,6528.0,478720.0,2176.0,5440.0,2624256.0,1752976.0,0.0,0.0,3972.0,7944.0,582560.0,2648.0,6620.0,3193488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,1320.0,6.0,15.0,7236.0,36.0,2640.0,12.0,30.0,14472.0,193600.0,880.0,2200.0,1061280.0,4.0,10.0,4824.0,25.0,12060.0,5817744.0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
