,MS SubClass,MS Zoning,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition,Bldg Type,Overall Qual,Exter Qual,Bsmt Qual,BsmtFin Type 1,Total Bsmt SF,Heating QC,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Kitchen Qual,TotRms AbvGrd,Garage Area,Paved Drive,Sale Type,SalePrice,tot_baths,tot_bed_bath,tot_liv_area
545,20,RL,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,1Fam,7,3,3.0,ALQ,1620.0,Ex,1620,0.0,0.0,4,8,578.0,Y,WD ,215000,2.0,6.0,3240.0
546,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,Rec,1216.0,TA,1216,1.0,0.0,3,5,336.0,Y,WD ,129500,1.0,4.0,2432.0
547,50,RM,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,5,3,4.0,Unf,896.0,Gd,1344,0.0,0.0,3,7,240.0,Y,WD ,115000,1.0,4.0,2240.0
548,50,RL,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,5,3,3.0,Unf,747.0,TA,1159,0.0,0.0,3,5,288.0,N,WD ,114000,1.0,4.0,1906.0
549,20,RH,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,4,3,3.0,Rec,1056.0,TA,1056,1.0,0.0,3,5,384.0,Y,WD ,107000,1.0,3.0,2112.0
550,50,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,Rec,832.0,TA,1216,0.0,0.0,3,6,336.0,Y,COD,118500,1.0,3.0,2048.0
551,50,RM,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,1Fam,6,3,3.0,Unf,862.0,TA,1158,0.0,0.0,3,5,208.0,Y,WD ,120000,1.0,4.0,2020.0
552,20,RL,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,8,4,4.0,GLQ,1538.0,Ex,1538,1.0,0.0,4,7,484.0,Y,WD ,260000,2.0,5.0,3076.0
553,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,BLQ,1143.0,TA,1143,1.0,0.0,3,6,308.0,Y,WD ,136000,1.0,4.0,2286.0
554,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,4,3,3.0,Unf,858.0,TA,872,0.0,0.0,3,5,480.0,Y,WD ,123000,1.0,4.0,1730.0
555,50,RM,Lvl,AllPub,Inside,Gtl,IDOTRR,Street,1Fam,6,3,3.0,Unf,319.0,TA,1406,0.0,0.0,2,6,0.0,N,WD ,89500,1.0,4.0,1725.0
556,20,RL,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,6,4,4.0,Unf,1324.0,Ex,1324,0.0,0.0,4,6,430.0,Y,WD ,199500,2.0,5.0,2648.0
557,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,3,3.0,Unf,876.0,TA,904,0.0,0.0,3,6,408.0,Y,WD ,109900,1.0,4.0,1780.0
558,70,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,7,4,4.0,Unf,1276.0,Ex,2080,0.0,0.0,4,9,282.0,Y,WD ,234000,1.5,4.5,3356.0
559,120,RM,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,6,4,4.0,GLQ,848.0,Ex,848,1.0,0.0,4,3,420.0,Y,WD ,155900,1.0,2.0,1696.0
560,50,RL,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,4,3,3.0,Unf,1104.0,Ex,1788,1.0,0.0,3,8,304.0,Y,WD ,161500,1.0,6.0,2892.0
561,20,RL,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,1Fam,6,3,3.0,GLQ,819.0,Gd,1344,0.0,1.0,4,7,525.0,Y,COD,137500,1.0,4.0,2163.0
562,190,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,2fmCon,5,3,3.0,Unf,840.0,Fa,2256,0.0,0.0,2,12,0.0,N,WD ,76500,2.0,6.0,3096.0
563,60,RL,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,1Fam,6,4,4.0,GLQ,1151.0,TA,2060,0.0,1.0,3,8,521.0,Y,WD ,211000,2.5,6.5,3211.0
564,120,RH,Lvl,AllPub,Inside,Gtl,NAmes,Norm,TwnhsE,6,4,4.0,GLQ,1405.0,Ex,1337,1.0,0.0,4,5,511.0,Y,COD,181000,2.0,4.0,2742.0
565,80,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,3.0,Rec,1127.0,TA,1165,1.0,0.0,3,6,490.0,Y,WD ,174900,1.5,4.5,2292.0
566,80,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,3,3.0,LwQ,1164.0,Ex,1320,1.0,0.0,3,6,564.0,Y,WD ,164500,1.0,4.0,2484.0
567,20,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,7,4,4.0,GLQ,1517.0,Ex,1535,0.0,0.0,4,7,532.0,Y,WD ,214000,2.0,5.0,3052.0
568,60,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,7,3,4.0,Unf,738.0,TA,2044,0.0,0.0,3,7,489.0,Y,WD ,185000,2.5,5.5,2782.0
569,50,RM,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,4,3,3.0,BLQ,704.0,Ex,1136,0.0,1.0,3,6,336.0,Y,WD ,123000,1.0,3.0,1840.0
570,85,RL,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,1Fam,6,3,4.0,GLQ,1001.0,TA,1299,1.0,0.0,4,5,486.0,Y,WD ,183500,2.0,4.0,2300.0
571,160,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,8,4,4.0,Unf,776.0,Ex,1441,0.0,0.0,4,5,492.0,Y,WD ,174000,2.5,4.5,2217.0
572,20,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,5,3,3.0,Rec,1073.0,TA,1630,0.0,0.0,3,6,649.0,P,COD,130000,2.0,5.0,2703.0
573,70,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,7,3,3.0,LwQ,728.0,Ex,1641,0.0,1.0,5,6,546.0,Y,WD ,178000,1.5,4.5,2369.0
574,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,5,3,4.0,GLQ,928.0,Gd,1629,0.0,0.0,3,6,482.0,Y,WD ,189900,2.5,5.5,2557.0
575,120,RM,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,6,4,4.0,GLQ,848.0,Ex,848,1.0,0.0,4,4,420.0,Y,WD ,144000,1.0,2.0,1696.0
576,30,RM,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,6,4,3.0,ALQ,816.0,Ex,816,0.0,0.0,3,5,432.0,Y,WD ,120500,1.0,3.0,1632.0
577,20,RL,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,5,3,4.0,Unf,1097.0,Ex,1097,0.0,0.0,3,6,672.0,Y,WD ,145000,1.5,4.5,2194.0
578,120,RL,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,8,4,4.0,GLQ,1494.0,Ex,1652,1.0,0.0,5,6,499.0,Y,WD ,251000,2.0,4.0,3146.0
579,90,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Duplex,4,3,3.0,Unf,1768.0,TA,1768,0.0,0.0,3,8,0.0,Y,WD ,136500,2.0,6.0,3536.0
580,90,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Duplex,4,3,0.0,Na,0.0,TA,1152,0.0,0.0,3,6,0.0,N,WD ,82500,2.0,4.0,1152.0
581,30,I (all),Lvl,NoSewr,Inside,Gtl,IDOTRR,Norm,1Fam,2,2,0.0,Na,0.0,TA,810,0.0,0.0,3,4,280.0,N,ConLD,57625,1.0,2.0,810.0
582,120,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,7,4,4.0,GLQ,1350.0,Ex,1358,1.0,0.0,4,6,484.0,Y,WD ,212500,2.0,4.0,2708.0
583,120,RM,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Twnhs,6,3,5.0,GLQ,1216.0,Ex,1216,1.0,0.0,3,5,402.0,Y,WD ,164000,2.0,4.0,2432.0
584,50,RM,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,6,3,3.0,Unf,967.0,Gd,1638,0.0,0.0,4,6,384.0,Y,WD ,139000,2.0,6.0,2605.0
585,160,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,7,4,4.0,BLQ,600.0,Ex,1252,1.0,0.0,4,4,462.0,Y,WD ,160000,2.5,4.5,1852.0
586,85,RL,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,5,3,4.0,GLQ,828.0,TA,883,1.0,0.0,3,5,698.0,Y,WD ,149000,1.0,3.0,1711.0
587,20,RL,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,5,3,3.0,BLQ,864.0,TA,874,1.0,0.0,3,5,288.0,Y,WD ,130000,1.0,4.0,1738.0
588,70,RM,Bnk,AllPub,Inside,Gtl,OldTown,RRA,1Fam,7,3,3.0,Unf,576.0,Gd,1710,0.0,0.0,3,9,480.0,Y,WD ,140000,2.0,5.0,2286.0
589,20,FV,Lvl,AllPub,Corner,Gtl,Somerst,Norm,1Fam,8,4,4.0,Unf,1836.0,Ex,1836,0.0,0.0,4,8,517.0,Y,New,264500,2.0,5.0,3672.0
590,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,Rec,1092.0,TA,1092,1.0,0.0,3,6,299.0,Y,WD ,141000,1.0,3.0,2184.0
591,120,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,7,4,4.0,GLQ,1241.0,Ex,1241,1.0,0.0,4,4,569.0,Y,New,199900,1.5,2.5,2482.0
592,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,6,3,4.0,ALQ,1350.0,TA,1334,0.0,1.0,3,6,630.0,Y,WD ,167900,2.0,4.0,2684.0
593,20,RL,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,1Fam,6,3,3.0,BLQ,1144.0,Ex,1429,0.0,1.0,4,7,572.0,Y,WD ,181900,1.0,4.0,2573.0
594,20,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,8,4,4.0,GLQ,1566.0,Ex,1566,1.0,0.0,4,7,750.0,Y,WD ,262500,2.0,5.0,3132.0
595,60,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,7,3,4.0,GLQ,908.0,Ex,2288,0.0,0.0,4,8,520.0,Y,WD ,230000,2.0,6.0,3196.0
596,120,FV,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,TwnhsE,9,4,5.0,GLQ,1698.0,Ex,1709,1.0,0.0,4,5,506.0,Y,CWD,328900,2.0,4.0,3407.0
597,20,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,8,4,4.0,GLQ,1721.0,Ex,1721,1.0,0.0,4,7,554.0,Y,WD ,232698,2.0,5.0,3442.0
598,20,RL,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,8,4,4.0,GLQ,1254.0,Ex,1254,1.0,0.0,4,5,810.0,Y,WD ,221800,2.0,4.0,2508.0
599,50,RL,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,5,3,3.0,ALQ,576.0,Gd,1350,1.0,0.0,4,6,627.0,N,WD ,152400,1.5,3.5,1926.0
600,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,Unf,1630.0,Ex,1630,0.0,0.0,4,6,451.0,Y,WD ,213000,2.0,5.0,3260.0
601,60,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,7,4,4.0,Unf,784.0,Ex,1585,0.0,0.0,4,7,449.0,Y,WD ,184900,2.5,5.5,2369.0
602,190,RL,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,2fmCon,5,3,3.0,BLQ,1165.0,TA,1336,1.0,0.0,3,5,375.0,Y,WD ,157000,1.0,3.0,2501.0
603,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,3,3.0,BLQ,864.0,Gd,1211,0.0,0.0,3,6,576.0,Y,WD ,144000,1.0,3.0,2075.0
604,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,6,3,4.0,GLQ,1259.0,Ex,1353,1.0,0.0,3,5,478.0,Y,WD ,192350,2.0,4.0,2612.0
605,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,7,3,3.0,BLQ,1174.0,Ex,1200,0.0,1.0,3,6,440.0,Y,CWD,163500,2.0,5.0,2374.0
606,60,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,7,3,4.0,GLQ,1475.0,Ex,2329,1.0,0.0,4,10,514.0,Y,WD ,262280,2.5,6.5,3804.0
607,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,1536.0,Ex,1536,1.0,0.0,4,7,532.0,Y,WD ,214000,2.0,5.0,3072.0
608,20,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,6,3,3.0,ALQ,1073.0,Ex,1811,0.0,0.0,5,6,470.0,Y,WD ,230000,1.0,3.0,2884.0
609,60,RL,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,7,4,5.0,Unf,1063.0,Ex,2172,0.0,0.0,4,9,947.0,Y,New,280000,2.5,5.5,3235.0
610,20,C (all),Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,4,3,3.0,GLQ,1073.0,Gd,1073,1.0,0.0,3,6,720.0,Y,WD ,140000,1.0,4.0,2146.0
611,60,RL,Lvl,AllPub,Inside,Gtl,NAmes,Pos,1Fam,6,3,3.0,Unf,756.0,TA,1839,0.0,0.0,3,7,442.0,Y,WD ,155000,1.5,5.5,2595.0
612,50,C (all),Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,3,2,3.0,Unf,1020.0,Fa,1020,0.0,0.0,2,5,0.0,N,ConLD,64500,1.0,3.0,2040.0
613,60,RL,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,1Fam,6,4,4.0,GLQ,946.0,Ex,1802,0.0,1.0,4,8,1017.0,Y,WD ,218000,2.5,5.5,2748.0
614,80,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,5,3,3.0,ALQ,995.0,TA,1009,0.0,0.0,3,6,576.0,Y,WD ,160000,2.0,5.0,2004.0
615,20,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,8,4,4.0,GLQ,1338.0,Ex,1338,0.0,0.0,4,6,598.0,Y,New,208900,2.0,5.0,2676.0
617,160,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,7,4,4.0,Unf,689.0,Ex,1392,0.0,0.0,4,5,540.0,Y,WD ,146000,2.0,4.0,2081.0
618,120,RL,Lvl,AllPub,Inside,Gtl,Veenker,Norm,TwnhsE,8,4,4.0,GLQ,1260.0,Ex,1288,1.0,0.0,5,4,500.0,Y,WD ,245500,1.5,2.5,2548.0
619,45,RM,Bnk,AllPub,Inside,Mod,BrkSide,Norm,1Fam,6,3,3.0,Unf,992.0,Ex,1013,0.0,0.0,3,6,160.0,Y,WD ,113000,1.0,4.0,2005.0
620,20,RL,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,1Fam,8,4,5.0,GLQ,1782.0,Ex,1782,1.0,0.0,4,7,932.0,Y,WD ,296000,2.0,5.0,3564.0
621,20,RL,HLS,AllPub,Corner,Gtl,StoneBr,Norm,1Fam,9,4,5.0,GLQ,1922.0,Ex,1922,1.0,0.0,4,8,676.0,Y,WD ,377426,2.0,5.0,3844.0
622,20,RL,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,1Fam,10,5,5.0,GLQ,1700.0,Ex,1718,1.0,0.0,5,7,786.0,Y,WD ,337500,2.0,5.0,3418.0
623,20,RL,HLS,AllPub,Inside,Mod,NridgHt,Norm,1Fam,10,5,5.0,GLQ,2492.0,Ex,2492,1.0,0.0,5,8,949.0,Y,WD ,552000,2.5,4.5,4984.0
624,50,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,4,3,2.0,Unf,624.0,Ex,936,0.0,0.0,3,5,265.0,Y,WD ,97900,1.0,4.0,1560.0
625,20,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,6,4,4.0,GLQ,1218.0,Ex,1218,0.0,0.0,4,4,676.0,Y,New,208300,2.0,4.0,2436.0
626,60,RL,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,7,3,4.0,Unf,910.0,Ex,1820,0.0,0.0,4,8,816.0,Y,WD ,213000,2.5,5.5,2730.0
627,60,RL,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,7,3,4.0,Unf,880.0,Ex,1724,0.0,0.0,4,8,527.0,Y,WD ,188000,2.5,5.5,2604.0
628,20,RL,Lvl,AllPub,Corner,Gtl,NAmes,Street,1Fam,6,3,3.0,Rec,1121.0,Ex,1336,0.0,0.0,3,7,488.0,Y,WD ,162000,1.5,4.5,2457.0
629,50,RM,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,5,3,3.0,BLQ,910.0,TA,1558,0.0,0.0,3,6,282.0,Y,WD ,152000,1.5,5.5,2468.0
630,60,FV,Lvl,AllPub,Corner,Gtl,Somerst,Norm,1Fam,7,4,4.0,GLQ,991.0,Ex,1947,0.0,0.0,4,8,678.0,Y,WD ,254900,2.5,5.5,2938.0
631,60,RL,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,1Fam,7,4,4.0,GLQ,832.0,Ex,1657,0.0,0.0,4,6,483.0,Y,WD ,189000,2.5,5.5,2489.0
632,20,RL,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,1Fam,7,4,4.0,GLQ,2048.0,TA,2064,1.0,0.0,4,7,550.0,Y,WD ,235000,2.0,5.0,4112.0
633,190,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,2fmCon,5,3,3.0,ALQ,1164.0,TA,1164,1.0,0.0,3,5,240.0,Y,ConLD,125000,1.0,4.0,2328.0
634,120,RL,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Twnhs,7,3,4.0,Unf,836.0,Ex,836,0.0,0.0,3,4,308.0,Y,WD ,120000,1.0,3.0,1672.0
635,20,A (agr),Lvl,AllPub,Inside,Gtl,Mitchel,Street,1Fam,1,3,0.0,Na,0.0,TA,1600,0.0,0.0,3,6,270.0,N,WD ,81500,1.5,4.5,1600.0
636,90,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Duplex,6,3,4.0,GLQ,816.0,TA,816,1.0,0.0,3,5,0.0,Y,WD ,118500,1.0,4.0,1632.0
637,20,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,9,5,5.0,GLQ,1766.0,Ex,1766,1.0,0.0,5,7,478.0,Y,New,370878,2.5,4.5,3532.0
638,90,RH,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Duplex,5,3,3.0,BLQ,1001.0,TA,2002,0.0,0.0,3,8,871.0,Y,WD ,145000,2.0,6.0,3003.0
639,50,RL,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,1Fam,7,4,3.0,BLQ,798.0,Ex,1954,0.0,1.0,4,8,431.0,Y,WD ,311500,1.5,4.5,2752.0
640,120,RL,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,7,4,4.0,GLQ,1220.0,Ex,1364,1.0,0.0,4,6,437.0,Y,New,210250,2.0,4.0,2584.0
641,60,RL,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,916.0,Ex,1861,1.0,0.0,4,8,492.0,Y,WD ,200000,2.5,5.5,2777.0
642,90,RL,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Duplex,5,3,0.0,Na,0.0,TA,1734,0.0,0.0,4,8,539.0,Y,COD,126000,2.0,6.0,1734.0
643,70,RL,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,4,4,2.0,Unf,405.0,Gd,1039,0.0,0.0,3,6,281.0,N,WD ,114000,1.0,3.0,1444.0
644,70,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,4,4,2.0,Unf,677.0,TA,1510,0.0,0.0,4,7,720.0,N,WD ,87500,2.0,5.0,2187.0
645,60,RL,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,1Fam,8,4,5.0,GLQ,1149.0,Ex,2541,1.0,0.0,5,10,729.0,Y,WD ,349265,3.5,7.5,3690.0
646,20,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,8,4,4.0,BLQ,1512.0,Ex,1512,0.0,0.0,4,6,845.0,Y,WD ,203000,2.0,5.0,3024.0
647,20,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,7,4,4.0,GLQ,1454.0,Ex,1434,0.0,0.0,4,6,527.0,Y,WD ,189000,2.0,5.0,2888.0
648,60,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,7,4,4.0,GLQ,812.0,Ex,1653,1.0,0.0,4,6,628.0,Y,WD ,209000,2.5,5.5,2465.0
649,70,RM,Lvl,AllPub,Corner,Gtl,OldTown,Street,1Fam,6,3,2.0,Unf,917.0,Gd,2007,0.0,0.0,5,8,357.0,Y,WD ,160000,2.0,5.0,2924.0
650,20,RL,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRA,1Fam,5,3,2.0,ALQ,1037.0,TA,1037,1.0,0.0,3,5,431.0,Y,WD ,129000,1.0,3.0,2074.0
651,20,RL,Lvl,AllPub,Inside,Mod,Mitchel,Norm,1Fam,5,3,4.0,ALQ,1389.0,Gd,1389,1.0,0.0,3,6,418.0,Y,WD ,170000,1.0,3.0,2778.0
652,30,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,5,3,3.0,LwQ,440.0,TA,694,0.0,0.0,4,4,352.0,P,WD ,90350,1.0,3.0,1134.0
653,50,RL,Lvl,AllPub,Corner,Gtl,Edwards,Street,1Fam,6,3,3.0,Unf,572.0,Fa,1096,0.0,0.0,3,5,0.0,N,WD ,79000,1.0,3.0,1668.0
654,20,RL,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,5,3,3.0,ALQ,894.0,TA,894,1.0,0.0,3,5,552.0,Y,WD ,149900,1.0,4.0,1788.0
655,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,4.0,Rec,864.0,TA,864,1.0,0.0,3,5,576.0,Y,WD ,123000,1.0,4.0,1728.0
656,70,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,4,3,3.0,Unf,1095.0,Fa,1774,1.0,0.0,3,8,779.0,N,WD ,87000,2.0,6.0,2869.0
657,80,RL,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,6,3,3.0,ALQ,1096.0,TA,1118,1.0,0.0,3,6,358.0,Y,WD ,171000,1.0,4.0,2214.0
658,50,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,3.0,BLQ,1032.0,TA,1252,0.0,0.0,3,6,288.0,Y,WD ,119000,1.0,4.0,2284.0
659,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,BLQ,1148.0,TA,1148,1.0,0.0,3,6,672.0,Y,WD ,132500,1.0,4.0,2296.0
660,70,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,8,3,3.0,Unf,588.0,Fa,1666,0.0,0.0,4,7,228.0,Y,WD ,161000,1.0,4.0,2254.0
661,60,RL,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,9,4,4.0,GLQ,1357.0,Ex,1947,1.0,0.0,4,7,725.0,Y,WD ,274000,2.5,5.5,3304.0
662,20,RL,Lvl,AllPub,FR2,Gtl,Sawyer,Street,1Fam,5,3,3.0,ALQ,912.0,TA,912,0.0,0.0,3,5,336.0,Y,WD ,125000,1.0,4.0,1824.0
663,90,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Duplex,5,3,3.0,Unf,1195.0,TA,1195,0.0,0.0,3,8,0.0,N,WD ,98500,2.0,6.0,2390.0
664,20,RL,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,8,4,4.0,GLQ,1624.0,Ex,1624,1.0,0.0,4,5,757.0,Y,WD ,262000,2.0,4.0,3248.0
665,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,5,3,3.0,ALQ,914.0,TA,914,1.0,0.0,3,5,444.0,Y,WD ,134900,1.0,3.0,1828.0
666,20,RL,Lvl,AllPub,Inside,Gtl,Timber,Norm,1Fam,5,3,3.0,BLQ,1350.0,Gd,1328,0.0,1.0,3,5,308.0,P,WD ,170000,1.5,3.5,2678.0
667,70,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,6,3,3.0,Unf,686.0,TA,1461,0.0,0.0,3,6,225.0,N,WD ,135000,1.0,4.0,2147.0
668,60,RL,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,6,4,4.0,ALQ,930.0,Ex,2683,1.0,0.0,4,9,473.0,Y,WD ,290000,2.5,6.5,3613.0
669,20,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,4,4.0,Unf,1246.0,Ex,1258,0.0,0.0,4,6,462.0,Y,New,173500,2.0,5.0,2504.0
670,20,RL,Bnk,AllPub,Inside,Mod,Edwards,Norm,1Fam,5,3,3.0,GLQ,896.0,Ex,2008,1.0,0.0,5,8,230.0,Y,WD ,225000,3.0,6.0,2904.0
671,20,RL,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,1Fam,5,3,3.0,ALQ,864.0,TA,1187,1.0,0.0,3,6,440.0,Y,CWD,140500,1.0,3.0,2051.0
672,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,5,3,4.0,GLQ,990.0,Gd,990,0.0,0.0,3,5,299.0,Y,WD ,126000,1.0,4.0,1980.0
673,160,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,8,4,4.0,GLQ,960.0,Ex,1586,1.0,0.0,4,7,480.0,Y,WD ,170000,2.5,5.5,2546.0
674,20,RL,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,5,3,4.0,ALQ,990.0,Ex,990,0.0,1.0,3,5,576.0,Y,WD ,156000,1.0,4.0,1980.0
675,20,RL,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,1Fam,5,3,3.0,BLQ,1484.0,TA,1600,1.0,0.0,3,6,319.0,Y,WD ,207500,1.0,3.0,3084.0
676,60,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,8,4,4.0,GLQ,896.0,Ex,1792,0.0,0.0,4,8,590.0,Y,New,255000,2.5,5.5,2688.0
677,180,RM,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,4,3,4.0,GLQ,462.0,TA,988,1.0,0.0,3,4,297.0,Y,WD ,94900,1.0,2.0,1450.0
678,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,Rec,1170.0,TA,1170,0.0,1.0,3,6,338.0,Y,WD ,140000,1.0,4.0,2340.0
